riskScore,failedLoginCount,contentLength,headerCount,hasAuthHeader,isLocalIP,isPrivateIP,requestFrequency,isAuthEndpoint,isSensitiveEndpoint,label
6,0,567,9,1,1,1,9,1,0,0
3,0,485,10,1,1,1,2,1,0,0
8,1,874,10,0,0,1,4,1,0,0
2,1,947,10,0,1,1,9,1,0,0
4,0,486,14,1,0,0,2,0,0,0
2,1,976,14,1,0,1,1,1,0,0
6,1,358,15,1,0,1,8,0,0,0
4,0,382,14,1,0,0,9,1,0,0
8,0,139,14,1,0,0,7,0,0,0
6,1,585,14,1,0,0,8,0,0,0
1,0,1028,14,0,0,1,4,0,0,0
3,0,319,13,1,0,0,4,1,0,0
8,0,1114,14,1,1,1,2,0,0,0
11,1,1123,15,1,1,1,8,1,0,0
13,1,712,11,1,0,1,2,1,0,0
1,0,1027,11,1,0,0,9,0,0,0
9,1,787,12,1,0,0,4,0,0,0
8,0,712,13,0,1,1,1,1,0,0
9,1,359,10,0,1,1,4,1,0,0
4,0,1089,8,0,0,1,3,1,0,0
1,0,1065,14,0,0,0,6,1,0,0
3,1,465,12,0,1,1,7,1,0,0
11,0,643,8,0,1,0,8,1,0,0
14,1,748,15,1,0,1,2,0,0,0
11,1,913,11,1,0,0,6,1,0,0
6,0,1139,12,1,0,1,6,1,0,0
11,0,674,15,1,0,0,5,0,0,0
12,1,1112,12,1,1,0,7,0,0,0
7,0,769,9,1,1,0,3,0,0,0
14,0,368,15,0,0,0,4,1,0,0
2,0,1023,11,1,0,0,9,0,0,0
13,0,346,11,0,0,0,4,0,0,0
0,0,230,13,0,1,1,3,1,0,0
3,1,452,12,1,0,1,2,1,0,0
1,1,295,14,1,0,1,5,1,0,0
7,0,1029,11,1,0,1,4,1,0,0
3,0,1121,12,1,1,0,8,0,0,0
1,0,744,13,1,0,1,7,1,0,0
13,1,326,14,1,1,0,6,0,0,0
5,0,800,15,1,0,0,2,1,0,0
5,1,364,13,0,0,0,3,0,0,0
9,1,745,9,1,0,1,9,1,0,0
3,1,310,14,1,1,0,9,1,0,0
5,0,1042,12,0,0,1,5,1,0,0
12,1,556,11,1,0,1,3,0,0,0
14,0,824,11,1,1,1,2,0,0,0
1,1,1081,12,0,1,1,8,0,0,0
9,0,687,12,1,1,1,6,1,0,0
11,1,575,12,1,0,0,7,0,0,0
1,0,1085,10,1,1,0,1,1,0,0
9,1,255,14,1,0,1,1,1,0,0
13,0,289,11,1,1,0,2,1,0,0
3,0,1080,14,1,1,1,3,0,0,0
13,0,645,13,0,1,0,1,1,0,0
14,0,140,11,1,0,0,5,0,0,0
14,1,406,10,1,0,0,3,1,0,0
7,1,1042,12,0,0,0,1,1,0,0
13,0,437,9,0,0,0,8,1,0,0
6,1,1198,12,1,0,0,6,0,0,0
11,0,1052,15,0,0,0,9,0,0,0
8,0,378,12,1,0,0,3,1,0,0
13,1,995,10,1,0,0,9,0,0,0
7,0,372,14,0,0,0,9,0,0,0
4,0,936,11,1,1,0,1,1,0,0
12,1,719,12,1,1,0,3,1,0,0
1,0,961,11,0,0,0,6,0,0,0
14,0,1030,8,0,0,1,8,1,0,0
4,0,388,13,0,0,0,4,1,0,0
7,0,823,14,0,0,0,5,0,0,0
9,1,992,11,1,1,0,9,0,0,0
8,1,371,9,0,1,0,6,1,0,0
11,1,1189,13,0,0,0,7,0,0,0
11,0,582,15,0,1,0,7,0,0,0
11,0,1035,15,0,1,1,4,1,0,0
12,1,347,9,0,0,1,4,1,0,0
8,0,255,12,1,0,1,4,1,0,0
12,0,1170,13,0,0,0,5,1,0,0
14,0,553,11,1,0,0,5,0,0,0
12,0,300,13,0,1,0,8,0,0,0
0,1,223,12,0,0,1,9,1,0,0
8,1,100,10,0,1,0,2,1,0,0
6,1,1067,14,0,0,0,7,1,0,0
8,0,954,9,0,1,1,1,1,0,0
7,1,739,12,0,0,1,1,0,0,0
0,1,290,10,0,0,0,4,0,0,0
11,0,615,13,0,1,0,7,1,0,0
7,0,541,13,1,1,0,2,1,0,0
7,1,242,12,0,1,0,2,0,0,0
14,1,632,11,1,0,1,1,0,0,0
10,1,326,13,0,1,0,2,0,0,0
2,1,1048,11,1,1,0,7,0,0,0
0,0,559,11,0,1,1,9,1,0,0
7,1,650,14,0,1,0,6,0,0,0
2,1,492,11,0,1,0,2,0,0,0
2,0,944,8,1,1,1,9,0,0,0
0,1,309,14,1,1,1,7,1,0,0
10,0,745,10,1,1,0,1,1,0,0
4,0,318,10,1,1,1,9,0,0,0
9,0,506,13,0,0,1,2,0,0,0
6,1,987,13,0,0,0,4,1,0,0
9,1,657,11,0,1,1,9,1,0,0
8,0,649,14,1,0,0,4,0,0,0
11,1,241,14,0,0,0,3,1,0,0
6,1,711,8,1,1,0,1,0,0,0
8,0,600,11,1,1,0,7,1,0,0
7,0,939,8,1,1,1,6,0,0,0
11,1,801,15,1,1,0,4,0,0,0
1,0,695,11,1,1,0,6,1,0,0
0,1,380,9,0,1,0,6,0,0,0
6,1,523,9,1,0,0,4,1,0,0
6,1,955,12,1,1,1,6,1,0,0
13,1,369,11,0,0,1,8,1,0,0
7,0,253,14,1,1,1,3,0,0,0
4,0,713,13,1,1,0,4,0,0,0
2,0,761,10,0,0,1,1,0,0,0
11,0,182,12,0,1,1,4,1,0,0
7,1,1046,13,0,1,0,9,0,0,0
5,1,998,9,1,0,1,8,0,0,0
10,0,383,11,0,1,0,4,0,0,0
2,1,1079,12,0,0,1,7,0,0,0
0,1,272,11,0,1,1,3,1,0,0
2,1,1186,9,1,1,1,9,0,0,0
4,0,1196,12,0,0,1,4,1,0,0
14,0,862,9,1,1,0,2,1,0,0
13,0,732,8,1,0,0,5,1,0,0
2,1,886,9,0,0,1,2,1,0,0
0,0,1042,14,1,0,0,6,0,0,0
4,0,1111,14,1,1,1,1,0,0,0
9,0,497,11,0,1,1,6,0,0,0
6,0,1033,10,1,0,1,4,1,0,0
14,0,775,9,0,1,1,3,0,0,0
13,0,1035,13,1,1,1,2,1,0,0
6,1,564,14,1,1,1,7,0,0,0
10,1,385,15,0,0,0,9,0,0,0
8,0,364,10,0,1,0,3,0,0,0
14,0,419,8,1,0,1,6,1,0,0
14,1,772,12,1,1,0,9,0,0,0
9,1,919,12,0,1,1,2,1,0,0
9,0,188,14,1,0,0,7,1,0,0
11,0,920,10,1,1,0,5,1,0,0
12,0,1100,14,1,0,0,5,0,0,0
2,0,433,12,1,1,1,7,0,0,0
14,1,321,15,0,0,0,9,1,0,0
6,0,140,9,0,1,1,4,1,0,0
0,0,167,10,0,1,1,9,1,0,0
3,0,1087,11,0,1,1,9,1,0,0
12,0,613,9,0,0,0,4,1,0,0
3,1,794,9,0,0,0,3,0,0,0
13,1,1139,9,1,0,0,2,0,0,0
4,1,576,11,0,1,1,9,0,0,0
6,0,1185,15,1,0,1,2,1,0,0
6,0,980,8,1,0,0,6,1,0,0
12,1,531,15,1,0,1,5,0,0,0
14,0,367,15,0,0,0,5,0,0,0
10,0,1158,15,1,0,0,4,1,0,0
12,1,878,13,0,0,0,6,1,0,0
3,1,593,14,1,0,0,5,1,0,0
12,1,760,12,1,0,1,4,0,0,0
6,1,1112,14,0,0,0,9,1,0,0
10,0,1158,10,1,0,0,6,1,0,0
2,0,1076,15,1,1,0,3,1,0,0
5,1,581,8,1,1,0,6,0,0,0
11,0,827,10,1,0,0,1,1,0,0
1,1,579,14,0,1,0,5,0,0,0
9,1,1188,12,1,1,0,6,1,0,0
12,0,1131,11,1,0,1,8,1,0,0
13,1,442,14,0,0,1,9,0,0,0
8,0,431,9,1,0,1,3,1,0,0
4,0,537,14,1,1,1,2,0,0,0
5,0,273,9,1,0,0,4,1,0,0
11,0,658,11,1,1,1,8,0,0,0
11,1,626,14,0,0,1,8,1,0,0
11,0,758,8,1,1,1,3,0,0,0
11,1,125,8,0,1,0,4,0,0,0
3,1,919,10,1,0,1,3,1,0,0
13,1,704,11,1,0,1,2,0,0,0
13,1,505,15,1,1,0,4,1,0,0
10,0,331,8,0,1,1,6,0,0,0
9,0,632,14,1,0,0,5,1,0,0
6,1,604,11,1,0,1,3,1,0,0
11,1,278,12,0,1,0,2,1,0,0
8,0,231,9,0,0,1,9,1,0,0
6,1,447,14,0,1,1,1,0,0,0
13,0,639,9,0,0,1,9,1,0,0
0,1,871,9,1,0,0,1,1,0,0
0,0,175,15,1,0,1,7,1,0,0
8,1,678,11,1,1,0,6,1,0,0
10,1,953,11,1,0,0,7,1,0,0
13,0,293,10,0,1,0,3,0,0,0
8,1,446,9,1,0,0,3,1,0,0
3,1,1050,10,1,1,1,1,0,0,0
12,0,313,15,1,1,1,4,0,0,0
8,1,672,9,1,0,1,2,1,0,0
2,0,879,10,0,1,0,8,1,0,0
6,0,361,10,1,1,1,3,0,0,0
5,1,829,12,1,1,0,7,0,0,0
7,1,382,10,1,1,0,7,0,0,0
10,1,461,11,0,0,0,9,1,0,0
8,1,540,10,0,0,1,6,0,0,0
13,1,192,9,1,0,1,1,0,0,0
4,1,852,10,1,1,0,8,1,0,0
0,1,966,8,1,1,1,1,0,0,0
2,0,241,13,0,0,1,3,1,0,0
9,1,848,9,1,0,0,5,0,0,0
11,0,752,8,1,1,0,8,1,0,0
7,1,800,15,1,0,1,9,0,0,0
14,1,1097,9,0,0,0,7,1,0,0
10,0,148,11,1,1,0,9,1,0,0
5,1,980,13,1,0,1,3,0,0,0
7,1,654,13,0,1,1,5,1,0,0
8,0,503,11,0,0,0,8,0,0,0
3,1,991,13,1,1,1,1,1,0,0
0,1,964,11,0,1,0,8,1,0,0
13,1,701,8,1,1,0,7,1,0,0
0,0,440,15,0,1,1,1,1,0,0
9,1,803,12,0,1,0,6,1,0,0
3,1,417,9,1,0,0,1,1,0,0
11,1,717,11,1,0,0,2,1,0,0
13,1,481,9,1,0,1,5,0,0,0
6,0,332,15,0,1,1,2,0,0,0
1,0,916,8,1,0,1,1,1,0,0
2,1,652,12,1,1,0,6,1,0,0
0,1,955,15,1,1,0,8,1,0,0
4,0,918,8,1,0,1,8,0,0,0
0,0,282,13,1,1,1,8,1,0,0
7,1,1164,9,0,0,1,6,0,0,0
0,0,496,14,1,1,0,3,1,0,0
10,1,878,12,1,1,1,1,1,0,0
0,0,1006,13,0,0,0,2,1,0,0
1,0,226,15,1,1,1,5,1,0,0
1,0,100,12,1,0,0,5,1,0,0
11,0,118,13,1,1,0,1,0,0,0
5,1,683,8,1,0,1,1,1,0,0
6,0,555,11,1,1,0,9,0,0,0
4,0,1056,9,0,0,1,2,0,0,0
0,1,544,10,0,0,0,7,1,0,0
0,0,701,10,0,1,0,4,1,0,0
2,0,202,8,1,0,1,7,1,0,0
13,1,1087,15,0,1,0,8,0,0,0
1,0,619,9,1,1,1,5,0,0,0
4,1,958,15,1,0,1,1,0,0,0
11,1,273,9,1,0,1,4,1,0,0
9,1,1104,8,0,0,0,3,0,0,0
5,1,530,9,0,0,0,5,0,0,0
6,0,826,11,0,0,0,6,0,0,0
3,1,949,15,1,1,1,2,1,0,0
6,0,1089,8,0,0,1,7,0,0,0
10,0,738,11,1,1,0,3,0,0,0
7,0,519,9,0,0,0,1,1,0,0
10,0,693,8,0,0,1,3,1,0,0
0,0,584,9,1,0,0,9,1,0,0
14,0,511,15,1,1,1,6,0,0,0
5,0,1035,8,0,0,0,6,0,0,0
7,0,431,9,0,1,1,4,0,0,0
4,0,754,15,0,1,0,8,1,0,0
3,0,140,11,1,1,0,5,0,0,0
1,1,1058,14,1,0,1,7,1,0,0
5,1,204,11,0,1,1,9,1,0,0
5,1,301,9,0,0,1,5,0,0,0
10,0,549,8,1,1,0,5,0,0,0
14,1,1009,10,0,0,1,4,0,0,0
0,1,309,11,1,1,1,6,1,0,0
8,1,662,11,1,0,0,2,1,0,0
11,0,812,15,1,0,1,3,0,0,0
10,0,870,13,1,0,1,1,1,0,0
5,0,553,10,1,1,1,2,0,0,0
12,0,766,9,1,1,0,2,0,0,0
2,1,728,14,0,0,0,8,0,0,0
3,1,486,8,1,1,0,8,1,0,0
11,1,395,13,1,1,1,2,1,0,0
10,1,357,9,0,1,0,6,0,0,0
3,0,367,12,1,1,1,5,0,0,0
2,0,518,14,0,1,1,3,1,0,0
9,0,334,11,1,1,1,5,0,0,0
2,1,1085,12,0,1,0,5,1,0,0
14,0,673,11,0,0,0,5,0,0,0
2,0,148,11,1,0,1,3,1,0,0
3,1,322,12,1,1,1,3,0,0,0
6,1,1020,14,1,0,0,4,1,0,0
3,0,376,15,1,0,0,7,0,0,0
8,0,519,12,0,0,0,2,1,0,0
0,0,710,9,0,1,1,4,1,0,0
7,0,474,13,0,1,0,4,1,0,0
6,0,172,13,1,1,0,1,1,0,0
1,0,1153,12,0,1,0,8,0,0,0
7,1,294,9,1,1,1,1,1,0,0
0,1,946,15,1,0,0,8,1,0,0
10,1,1164,13,0,1,1,7,0,0,0
11,0,1186,9,1,0,1,9,1,0,0
8,1,122,15,0,1,1,8,0,0,0
8,0,459,9,1,0,0,5,1,0,0
1,0,1198,11,0,1,0,8,1,0,0
6,1,659,13,1,1,0,3,1,0,0
14,0,771,15,0,1,1,7,1,0,0
13,0,778,13,0,1,0,4,1,0,0
9,1,539,11,1,1,1,5,1,0,0
2,1,1032,12,1,1,0,9,0,0,0
6,1,106,11,0,0,0,7,0,0,0
11,0,520,13,1,1,0,4,1,0,0
9,1,932,13,1,0,0,6,1,0,0
8,1,658,14,1,1,1,7,0,0,0
3,0,1013,15,0,0,1,9,0,0,0
11,1,1106,12,0,0,1,4,1,0,0
0,1,225,11,1,0,1,3,1,0,0
1,1,494,15,1,0,0,8,1,0,0
0,0,916,8,0,0,1,1,1,0,0
13,0,980,15,1,0,1,9,1,0,0
11,0,675,8,0,1,1,1,1,0,0
4,0,424,12,1,0,0,2,0,0,0
4,1,1029,11,1,1,1,8,1,0,0
10,0,932,11,1,1,1,9,1,0,0
6,0,1154,9,0,0,0,7,0,0,0
8,1,936,13,0,0,0,3,0,0,0
8,1,1025,10,0,1,1,7,0,0,0
2,1,542,14,0,0,1,6,0,0,0
2,0,174,15,1,0,0,2,1,0,0
2,0,656,12,1,0,1,3,0,0,0
3,0,462,10,0,0,0,5,0,0,0
7,1,547,15,1,0,1,4,1,0,0
5,1,361,10,1,0,1,2,0,0,0
7,0,224,12,0,0,1,4,0,0,0
0,1,1010,11,1,1,1,8,1,0,0
7,1,344,12,1,0,1,5,1,0,0
3,1,641,15,0,1,0,5,1,0,0
10,0,584,10,1,1,0,3,1,0,0
0,1,221,13,1,1,1,8,1,0,0
7,1,224,14,1,1,1,6,1,0,0
3,0,269,14,0,0,1,2,1,0,0
5,0,223,13,0,1,0,2,0,0,0
7,1,1158,13,1,1,0,9,0,0,0
3,1,745,11,1,1,0,7,1,0,0
13,0,885,15,1,1,0,9,0,0,0
2,0,300,8,0,1,0,6,1,0,0
13,1,468,12,0,0,0,5,0,0,0
8,1,896,14,0,0,0,1,1,0,0
2,1,176,13,1,1,0,6,0,0,0
8,1,158,12,1,0,1,6,1,0,0
12,0,530,14,1,0,0,3,0,0,0
1,1,737,13,1,1,0,3,1,0,0
13,1,208,15,1,1,0,3,0,0,0
1,0,1107,14,0,1,0,3,0,0,0
1,1,167,11,1,0,1,7,1,0,0
5,0,1192,8,1,1,0,2,0,0,0
2,1,404,8,1,0,1,2,0,0,0
12,1,773,13,0,0,1,3,0,0,0
8,0,464,14,1,0,1,7,0,0,0
3,0,920,11,0,1,0,3,0,0,0
0,1,442,9,0,0,0,7,1,0,0
3,1,1046,12,0,1,0,9,1,0,0
0,1,998,12,0,1,1,4,0,0,0
13,0,861,10,0,1,1,7,1,0,0
4,1,440,11,1,1,1,9,0,0,0
3,0,1041,14,1,1,1,8,1,0,0
7,0,482,15,0,0,0,8,0,0,0
7,1,1103,15,0,0,0,9,0,0,0
6,0,399,10,0,0,0,5,0,0,0
2,1,238,13,1,0,1,5,0,0,0
0,1,458,14,1,0,1,3,1,0,0
0,1,935,10,0,1,0,5,1,0,0
11,1,582,8,1,1,0,8,1,0,0
10,1,1008,12,1,0,1,5,0,0,0
2,0,965,14,0,0,0,4,1,0,0
5,0,238,10,0,0,0,8,1,0,0
6,1,1095,8,1,1,1,7,0,0,0
5,1,534,11,1,1,1,6,0,0,0
13,0,608,10,1,1,1,5,0,0,0
13,0,372,13,0,0,0,5,1,0,0
5,0,203,13,0,0,1,2,1,0,0
5,0,861,13,0,0,0,4,0,0,0
12,1,886,14,1,0,0,8,1,0,0
2,1,264,15,1,1,1,8,0,0,0
5,0,1098,15,0,0,0,1,1,0,0
7,1,619,12,1,0,1,2,0,0,0
10,0,616,10,0,0,1,5,1,0,0
10,1,756,11,1,1,0,9,1,0,0
1,0,712,10,0,1,0,7,1,0,0
4,1,263,12,1,0,1,5,0,0,0
13,0,163,8,1,1,1,1,0,0,0
0,0,366,12,0,1,1,6,0,0,0
11,1,345,13,0,1,1,8,1,0,0
14,0,494,14,0,1,1,7,0,0,0
0,1,575,8,0,1,1,2,1,0,0
4,1,1076,14,0,0,0,5,0,0,0
11,0,1143,13,1,0,0,4,0,0,0
12,1,657,9,0,0,0,9,1,0,0
2,1,1117,12,0,1,0,1,1,0,0
3,1,982,12,0,1,1,6,0,0,0
2,1,246,11,0,1,0,3,0,0,0
0,1,765,10,0,1,0,9,1,0,0
0,0,719,8,1,0,1,5,1,0,0
11,1,919,15,0,0,0,6,0,0,0
11,1,963,14,0,0,1,9,1,0,0
13,1,681,8,0,0,1,9,0,0,0
12,1,1122,11,1,0,1,8,0,0,0
13,1,794,11,1,0,1,9,0,0,0
4,0,506,14,0,1,1,4,1,0,0
5,1,498,15,0,1,0,6,0,0,0
2,0,814,10,1,0,0,5,0,0,0
11,0,803,14,1,1,0,5,1,0,0
8,0,860,14,1,0,1,4,1,0,0
4,0,598,13,0,0,0,2,1,0,0
7,1,1073,15,0,1,0,6,0,0,0
12,0,181,10,1,0,0,9,1,0,0
0,0,703,12,0,0,0,1,1,0,0
13,1,871,13,1,0,1,7,0,0,0
4,1,1002,9,1,1,0,6,0,0,0
14,1,464,15,1,1,1,3,0,0,0
2,0,262,10,0,1,1,1,0,0,0
11,1,1171,11,1,1,0,4,1,0,0
0,1,610,13,1,0,1,9,0,0,0
3,0,215,10,0,1,1,2,1,0,0
14,1,1040,8,1,1,1,3,0,0,0
12,1,436,14,0,1,1,2,0,0,0
4,1,980,9,1,0,1,2,1,0,0
6,1,836,12,0,1,1,8,1,0,0
0,0,939,14,1,1,1,3,1,0,0
2,1,246,8,1,0,0,7,0,0,0
1,1,542,8,1,0,0,8,0,0,0
8,0,936,9,1,0,1,3,1,0,0
9,1,1136,12,1,0,1,2,1,0,0
14,0,1042,11,0,1,0,8,0,0,0
5,1,386,13,0,0,0,3,1,0,0
9,0,819,15,1,1,0,7,1,0,0
2,0,579,12,1,1,0,1,0,0,0
7,0,121,15,1,1,1,6,1,0,0
13,0,782,10,0,1,1,9,0,0,0
7,1,1005,8,0,1,0,3,0,0,0
1,0,419,10,1,0,0,7,0,0,0
14,1,225,11,0,1,0,6,1,0,0
5,0,376,10,1,1,0,8,1,0,0
6,0,293,12,1,1,1,3,1,0,0
1,0,795,10,1,0,0,3,1,0,0
14,1,156,11,0,1,0,4,0,0,0
10,0,118,11,1,1,0,3,0,0,0
9,1,363,11,1,0,1,9,1,0,0
1,1,893,12,1,1,1,4,1,0,0
9,1,212,11,0,1,1,6,1,0,0
0,1,641,8,0,0,0,8,1,0,0
7,1,746,14,0,1,0,8,0,0,0
0,1,678,11,1,1,0,5,1,0,0
8,1,1188,10,0,1,1,5,0,0,0
10,1,124,13,1,1,1,6,1,0,0
5,1,100,10,0,1,0,7,1,0,0
6,0,1010,13,1,0,0,7,1,0,0
12,0,240,10,0,0,1,4,0,0,0
9,0,747,12,1,0,0,6,1,0,0
6,0,287,10,0,1,0,7,0,0,0
9,0,300,12,0,1,0,5,0,0,0
2,1,356,12,0,1,1,5,1,0,0
1,1,646,11,1,0,0,2,0,0,0
8,1,293,8,0,1,0,7,0,0,0
7,1,802,13,0,1,0,6,0,0,0
12,1,901,11,0,1,0,1,1,0,0
11,1,1041,11,0,0,1,4,0,0,0
9,1,513,14,1,0,1,3,0,0,0
6,0,1198,12,0,1,1,3,1,0,0
8,0,1009,12,1,1,0,7,1,0,0
3,0,287,13,1,1,1,4,0,0,0
12,0,144,10,1,0,0,8,0,0,0
3,1,182,10,1,0,1,9,0,0,0
0,1,457,15,0,0,0,3,0,0,0
7,1,1189,11,1,1,1,5,1,0,0
13,0,1035,15,1,0,1,4,1,0,0
13,1,474,9,1,1,1,6,0,0,0
11,1,261,9,1,1,0,4,1,0,0
2,1,421,15,0,0,0,8,0,0,0
6,0,549,10,0,1,0,3,1,0,0
14,1,1136,9,1,0,1,5,1,0,0
11,0,283,14,1,1,0,1,0,0,0
1,0,210,10,1,1,0,6,0,0,0
1,0,607,12,0,0,0,5,0,0,0
6,0,394,11,0,1,0,8,0,0,0
14,1,1003,8,0,1,0,9,1,0,0
5,0,1073,11,0,1,0,8,1,0,0
2,0,731,15,0,1,1,8,0,0,0
8,1,1150,10,1,1,1,3,1,0,0
9,1,832,15,0,1,0,4,1,0,0
14,0,420,14,0,1,1,4,0,0,0
13,1,1012,10,1,1,1,5,0,0,0
12,0,536,11,0,0,0,9,1,0,0
5,0,880,14,0,0,0,9,0,0,0
9,0,1176,14,0,1,1,1,0,0,0
9,0,825,14,1,1,0,8,1,0,0
5,1,130,13,0,0,1,1,1,0,0
0,0,436,10,1,1,1,2,0,0,0
3,1,282,9,1,0,1,7,1,0,0
9,1,1146,9,0,0,0,8,0,0,0
5,1,643,10,0,0,1,1,0,0,0
14,1,1197,10,0,1,0,3,1,0,0
5,0,1133,13,0,1,0,7,1,0,0
10,1,759,9,1,1,0,9,0,0,0
11,0,259,10,0,0,0,8,0,0,0
4,1,1137,10,1,0,0,8,0,0,0
0,1,511,15,1,0,1,9,1,0,0
7,0,1111,13,1,1,0,3,0,0,0
4,0,152,13,1,0,0,8,1,0,0
11,0,507,11,1,0,0,1,0,0,0
11,1,946,13,0,1,0,8,1,0,0
11,1,1145,8,1,0,0,7,0,0,0
4,0,1153,9,1,0,1,8,1,0,0
6,0,802,11,0,1,0,1,0,0,0
3,0,359,8,0,1,0,6,0,0,0
5,0,1182,10,1,0,1,7,0,0,0
12,1,875,15,1,1,0,5,0,0,0
3,0,1135,15,0,0,1,5,1,0,0
13,0,949,10,1,1,1,7,1,0,0
14,0,453,11,0,0,1,3,1,0,0
2,0,1198,13,0,1,1,6,1,0,0
6,1,972,14,1,0,0,7,1,0,0
7,0,1090,15,0,1,0,1,0,0,0
3,1,1117,14,1,1,1,2,1,0,0
12,0,393,10,1,1,1,4,1,0,0
1,0,308,14,1,1,0,8,1,0,0
11,1,917,12,0,1,1,6,1,0,0
9,0,489,11,1,1,1,1,0,0,0
13,1,424,8,0,1,1,5,0,0,0
2,1,1039,11,1,0,0,7,0,0,0
0,0,988,9,1,0,1,6,0,0,0
7,1,767,13,0,1,0,9,1,0,0
14,1,732,13,1,1,0,8,1,0,0
2,1,676,11,1,0,0,4,0,0,0
11,1,236,10,0,0,1,5,0,0,0
9,1,527,10,0,1,1,7,1,0,0
6,1,711,12,0,0,0,8,1,0,0
9,1,1010,12,1,0,0,5,0,0,0
4,1,918,13,0,1,0,9,0,0,0
9,0,240,12,0,1,1,4,0,0,0
4,0,276,15,1,1,1,4,0,0,0
13,1,297,15,0,0,0,8,1,0,0
6,0,723,8,1,1,0,1,1,0,0
14,1,790,12,1,1,1,8,1,0,0
8,1,500,8,0,0,0,5,0,0,0
11,0,570,12,1,1,1,1,1,0,0
4,1,317,13,0,0,1,4,1,0,0
0,1,1028,13,0,0,0,2,0,0,0
9,1,731,8,0,0,0,4,0,0,0
9,1,1050,11,0,0,1,8,0,0,0
0,0,1005,13,1,0,1,5,0,0,0
14,1,274,11,1,0,1,1,0,0,0
1,1,122,10,0,1,1,7,0,0,0
13,1,334,15,0,1,1,1,1,0,0
5,0,1136,8,1,1,0,9,1,0,0
8,1,1028,14,0,0,1,3,1,0,0
7,0,622,13,1,1,1,3,1,0,0
12,0,530,9,0,0,1,6,1,0,0
4,1,892,10,1,1,0,6,1,0,0
0,1,632,11,1,0,0,6,0,0,0
12,0,1078,13,1,1,1,1,0,0,0
6,1,909,8,0,0,1,5,0,0,0
14,0,1012,14,0,1,0,6,1,0,0
4,0,970,12,0,0,0,8,1,0,0
5,1,639,14,0,1,0,1,0,0,0
12,1,1123,9,0,0,0,5,0,0,0
6,0,326,11,1,1,1,3,0,0,0
2,0,972,10,1,1,0,2,0,0,0
11,0,991,14,1,1,1,8,0,0,0
9,0,1136,8,1,0,1,7,1,0,0
2,1,309,9,1,0,0,7,1,0,0
4,1,840,8,1,0,0,5,1,0,0
5,1,496,13,1,0,0,9,0,0,0
8,1,130,12,0,0,0,5,1,0,0
12,1,997,10,1,1,1,2,0,0,0
13,0,748,8,0,0,1,3,1,0,0
11,1,428,11,1,1,1,4,0,0,0
4,1,1051,13,1,1,0,5,0,0,0
14,1,720,13,0,0,1,3,1,0,0
0,1,261,10,1,1,0,7,1,0,0
13,1,875,13,0,0,1,5,1,0,0
13,0,373,11,1,0,0,5,1,0,0
13,0,1126,8,0,0,1,6,1,0,0
3,0,1151,10,1,1,1,7,0,0,0
4,1,425,15,0,0,0,8,1,0,0
